Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
33,9,22,4,0.4,2,103,0,0,1,0,0
34,10,13,4,1,1,95,1,0,1,0,0
59,33,88,4,1.9,2,0,0,0,0,0,0
42,16,141,3,4,2,0,0,0,0,0,1
65,39,35,1,0.5,3,150,0,0,1,0,0
30,6,29,3,1,2,117,0,0,0,0,0
66,41,25,4,0.6,2,0,0,0,1,1,0
56,30,32,2,0.4,3,0,0,0,1,0,0
44,20,130,4,3.2,2,0,0,0,0,0,1
65,40,128,1,2.5,1,162,0,0,1,0,0
54,30,22,2,0.4,1,89,0,0,1,0,0
44,20,50,3,2.33,1,200,0,0,0,0,0
51,25,18,1,0.3,3,93,0,0,0,1,0
49,25,19,1,0.9,3,0,0,0,0,0,0
31,7,18,1,0.4,3,0,0,0,1,0,0
53,26,8,1,0.5,2,0,0,0,0,1,0
57,31,39,1,2.2,3,0,0,0,1,1,0
47,23,110,2,3.3,1,0,0,0,1,1,0
58,32,38,1,2.2,3,0,0,0,0,0,0
52,28,44,4,0.9,2,107,0,0,1,0,0
56,26,51,3,2,3,0,0,0,1,0,0
37,13,195,2,6.5,1,635,0,0,1,0,0
28,4,69,3,0.7,2,170,0,0,0,0,0
60,36,8,2,1,1,0,0,0,0,0,0
43,19,28,4,0.3,1,96,0,0,1,0,0
37,13,153,2,6.5,1,0,0,0,1,1,0
41,16,64,4,0.4,1,0,0,0,1,0,0
26,2,79,2,2.5,1,0,0,0,1,0,0
64,40,90,2,0,3,134,0,0,0,0,0
28,3,95,2,1.8,2,0,0,0,0,0,0
57,32,33,1,1.5,2,0,0,0,1,0,0
33,7,29,1,0.6,3,0,0,0,0,0,0
54,28,48,1,0.2,1,0,0,0,1,0,0
43,17,158,1,2.4,1,0,0,0,1,0,0
24,-2,82,2,1.6,3,0,0,0,1,1,0
56,31,21,2,0.2,3,137,0,1,1,1,0
41,16,79,1,1,3,233,0,0,1,0,0
40,14,61,4,0.2,3,0,0,0,1,0,0
31,7,135,4,3.8,2,0,0,1,1,1,1
45,20,114,2,4.4,2,0,0,0,0,0,1
56,29,45,4,2.5,2,113,0,0,1,0,0
57,32,59,2,3.7,1,134,0,0,1,0,0
33,8,82,1,2.6,2,0,1,1,1,1,0
38,13,41,3,0.5,3,0,0,0,0,1,0
56,32,125,3,0.6,1,342,0,1,1,1,1
30,4,80,4,1.8,2,0,0,0,0,0,0
57,31,159,2,0.5,1,0,0,0,0,0,0
48,21,78,3,2,2,0,0,0,1,1,0
28,4,85,3,2.5,1,0,0,0,1,0,0
55,25,58,4,2,3,219,0,0,0,1,0
57,32,52,3,0.5,2,0,0,0,1,0,0
38,14,63,1,3.6,2,0,1,0,1,0,0
37,12,84,4,0.7,3,0,0,0,1,0,0
26,2,30,1,1,3,111,0,0,0,0,0
52,26,38,3,0.9,3,0,0,0,1,0,0
56,32,161,1,5.8,3,0,1,0,0,0,1
45,18,42,3,2.5,2,0,0,0,0,0,0
47,22,35,2,1.3,1,0,0,0,1,0,0
45,21,142,1,1.4,2,0,0,0,1,0,1
46,22,154,1,5,1,0,0,0,1,0,0
48,23,62,4,3.6,3,83,0,0,0,1,0
63,39,40,1,0.8,1,118,0,0,0,1,0
61,35,78,2,2,1,0,0,0,1,1,0
62,38,64,4,2.2,1,123,1,1,1,1,0
50,24,179,1,1,1,0,0,0,1,0,0
50,25,99,1,4.6,1,368,1,1,0,1,1
41,17,38,4,2.2,2,180,0,0,0,1,0
36,10,20,4,0.3,1,97,0,0,1,0,0
53,26,22,1,0.5,2,0,0,0,1,1,0
54,29,111,1,0.1,3,0,0,0,0,1,0
58,32,85,2,2,1,161,1,1,1,1,0
46,22,183,1,3.1,2,0,0,1,1,1,1
58,33,70,4,0.7,1,0,1,0,0,0,0
54,30,88,4,1,2,122,0,0,1,0,0
57,32,21,3,0.1,2,0,1,1,1,0,0
60,35,155,1,1.5,3,0,0,0,0,1,1
49,23,129,1,0.3,1,0,0,0,1,1,0
56,30,31,4,1.5,3,0,0,0,1,0,0
30,3,150,4,5,2,0,0,0,1,0,1
62,38,195,4,5.2,3,522,0,1,1,1,1
61,35,81,4,1.9,2,0,0,0,0,0,0
60,34,19,3,0.3,3,0,0,0,1,0,0
58,33,81,2,0,3,0,0,0,1,0,0
49,25,13,1,0.9,3,0,0,0,1,0,0
40,15,63,3,3,1,0,1,0,1,0,0
56,32,33,3,1.5,1,0,0,0,0,0,0
35,9,40,3,0.9,1,0,0,0,1,0,0
43,19,130,2,4.7,3,221,0,0,0,1,1
45,20,40,2,1.3,1,0,0,0,0,1,0
31,7,15,3,0.9,3,0,0,0,1,0,0
25,-1,40,3,2.4,2,0,0,0,1,0,0
37,13,43,3,2.8,1,0,0,0,1,0,0
31,7,113,2,2,2,315,0,0,0,0,0
37,13,89,2,1.7,2,0,0,0,1,0,0
26,2,40,1,1,3,0,0,0,1,0,0
30,5,85,1,2.6,2,0,0,0,1,0,0
37,11,61,3,0.9,2,0,0,0,0,0,0
28,2,101,4,2.1,3,0,0,0,1,0,0
29,3,55,3,1.1,2,0,0,0,1,0,0
34,8,29,2,2,3,0,0,0,1,1,0
49,22,82,1,2.67,2,125,0,0,1,0,0
31,5,29,1,0.3,1,0,0,0,0,0,0
56,32,98,3,3.9,3,0,0,0,0,0,1
64,39,8,3,0.1,3,87,0,0,0,1,0
65,40,20,3,0.5,1,102,0,0,1,1,0
52,22,22,4,0.4,3,0,0,0,1,1,0
39,15,139,1,3.4,1,353,0,0,1,0,0
49,23,70,2,1.5,2,0,0,0,0,0,0
39,13,71,3,0.1,1,162,1,0,1,0,0
34,8,165,1,7,3,541,0,0,0,0,1
61,35,59,1,2.8,2,0,0,0,0,0,0
41,16,115,1,7,1,0,0,0,0,0,0
33,7,92,3,1.6,1,0,0,0,0,0,0
64,38,168,4,5.7,3,0,0,0,1,0,1
58,33,45,4,2.1,1,0,0,0,1,1,0
51,26,28,1,1.3,2,94,1,0,1,0,0
61,37,50,4,1.3,2,0,0,0,0,1,0
31,5,82,4,1.8,2,0,0,0,1,0,0
34,8,79,1,2.5,1,0,0,0,1,0,0
44,20,129,2,3.3,1,0,0,0,1,0,0
65,40,20,3,0.1,3,0,0,0,0,1,0
54,24,91,2,4.5,3,90,0,0,1,0,0
29,5,195,1,4.3,1,0,0,0,0,0,0
40,14,129,1,5.9,3,0,0,0,1,0,1
55,25,52,1,1.4,3,207,1,0,0,0,0
40,15,22,2,1.4,2,0,0,0,1,1,0
42,16,55,2,0.7,1,149,0,0,0,0,0
60,36,38,4,1.3,1,0,0,0,1,0,0
58,34,125,1,4.3,1,219,0,0,0,0,0
51,27,80,1,2.6,2,0,0,0,1,1,0
30,5,83,4,1.8,3,0,0,0,0,1,0
36,11,31,4,1.7,1,124,0,0,1,1,0
36,9,44,4,1,2,101,1,0,1,0,0
47,21,138,1,0,1,0,0,0,0,0,0
39,13,59,3,0.5,3,0,0,0,0,0,0
39,15,79,4,2.4,1,0,0,0,0,0,0
36,10,33,4,1.2,2,82,1,0,1,0,0
40,14,53,1,2,1,0,0,0,1,1,0
46,22,53,4,1.9,1,187,0,0,0,0,0
28,2,140,2,2,1,0,0,0,1,0,0
39,15,94,2,1.9,1,0,0,0,1,0,0
34,10,131,2,4.33,1,156,0,0,1,1,0
45,21,121,1,4.7,1,0,0,0,0,0,0
64,39,129,1,2.5,1,0,0,0,1,0,0
61,35,90,4,1.9,2,0,0,0,1,0,0
58,32,110,3,1.7,2,0,0,0,0,0,0
59,35,59,4,1.2,2,0,0,0,1,0,0
30,4,30,3,1,1,0,0,0,1,0,0
44,20,72,3,0.3,3,0,0,0,1,0,0
54,28,108,4,1.9,2,0,0,0,1,0,1
43,17,59,3,0.9,3,87,0,0,1,1,0
32,7,82,2,2.5,1,221,0,0,1,1,0
37,11,22,3,0.1,2,0,0,0,1,1,0
48,22,84,2,0.4,3,145,0,0,0,0,0
60,36,63,4,2.2,1,0,0,0,1,0,0
62,36,105,2,2.8,1,336,0,0,0,0,0
47,20,38,3,2.5,2,0,0,0,0,0,0
27,3,104,2,2.5,1,184,1,0,1,0,0
35,9,25,3,0.1,2,0,1,0,1,0,0
57,32,113,1,0.1,3,0,0,0,1,0,0
35,10,64,3,2.3,1,0,0,1,1,1,0
49,25,114,1,2.5,3,0,0,0,1,0,1
39,13,33,4,1.5,3,0,0,0,0,0,0
27,1,43,3,1.1,2,0,0,0,0,0,0
56,31,82,4,1.3,3,0,0,0,1,0,0
56,30,164,4,0.5,2,234,0,1,1,1,1
59,34,52,4,0.7,1,0,1,0,0,0,0
31,5,28,1,0.3,1,0,0,0,1,1,0
45,20,22,1,0.1,1,0,0,0,0,0,0
31,7,140,1,4,1,0,0,0,0,1,0
43,19,71,3,0.3,3,179,0,0,0,0,0
55,30,69,4,1.3,3,0,1,1,1,1,0
60,30,28,1,1.5,3,124,1,0,1,0,0
48,22,174,1,2.4,1,0,0,0,1,0,0
33,9,30,2,1,2,0,0,0,1,0,0
32,7,83,2,2.5,1,148,1,0,1,0,0
61,35,61,3,2.2,3,117,0,0,1,1,0
43,18,9,2,0,3,96,0,0,1,1,0
38,13,54,3,0.7,2,196,0,0,0,0,0
27,2,55,4,1.7,2,0,0,0,1,0,0
38,13,168,2,1.3,3,0,0,0,0,0,1
35,9,43,2,0.3,1,0,0,0,1,0,0
61,31,18,1,1.5,3,0,0,0,1,1,0
56,30,90,1,1.9,2,0,0,0,1,0,0
36,10,82,2,2.8,1,0,0,0,0,1,0
61,36,50,4,1.7,1,189,0,0,1,0,0
33,7,54,4,0.2,1,141,1,0,0,0,0
41,15,22,4,1.5,3,0,0,0,0,1,0
54,28,161,1,2.9,1,0,0,0,1,0,0
42,18,144,2,6.1,1,158,0,0,0,0,0
49,22,23,2,1,2,0,0,0,1,1,0
33,8,175,2,6.7,1,102,0,0,1,0,0
43,18,29,1,0.3,3,0,0,0,1,0,0
33,7,18,1,0.6,3,0,0,0,0,0,0
64,38,59,1,2.5,3,220,0,0,0,0,0
62,37,93,3,3,3,0,0,1,1,1,1
31,7,18,1,0.4,3,0,0,0,0,0,0
66,41,145,1,2.5,1,0,0,0,1,0,0
66,41,15,3,0.1,3,0,0,0,1,0,0
31,5,21,1,0.4,2,0,0,0,1,0,0
41,16,111,2,0.4,1,0,0,0,0,0,0
39,14,165,2,3.3,1,0,0,0,1,0,0
52,22,58,4,2,3,223,0,0,1,0,0
30,6,52,3,0.7,2,0,0,0,1,0,0
47,22,65,3,2.7,2,0,0,0,1,0,0
50,25,130,1,1.1,2,0,0,0,1,0,1
52,27,32,2,2,2,0,0,0,0,1,0
40,15,149,2,3.9,1,319,0,0,1,1,0
39,12,75,3,2.33,2,0,0,0,1,1,0
41,16,79,1,4,3,225,0,0,1,0,0
53,27,35,3,0.9,3,136,0,0,1,0,0
42,16,62,3,0.9,3,0,0,0,1,0,0
34,9,84,3,0.6,2,0,0,0,1,0,0
64,38,63,2,1.7,3,184,1,0,1,0,0
31,7,81,2,2,2,0,0,1,1,1,0
34,10,45,3,2.8,1,153,0,0,1,1,0
35,10,33,4,1.7,1,87,0,0,1,0,0
65,40,18,1,1.5,2,0,0,0,1,0,0
51,27,155,2,0.4,1,107,0,0,0,1,0
30,5,98,2,3.1,1,220,0,0,1,0,0
61,36,38,3,0.9,3,82,0,0,1,1,0
25,1,70,4,2.6,1,0,1,0,1,0,0
48,23,168,2,2.8,1,308,0,0,1,0,0
43,19,84,4,0.2,3,297,0,0,1,0,0
54,29,58,4,1.3,3,0,0,0,0,0,0
42,17,54,4,1.9,3,164,0,0,0,0,0
42,18,49,2,1.7,1,106,0,0,0,1,0
48,22,59,4,2.6,1,0,0,0,1,1,0
36,9,49,2,1.67,2,0,0,0,0,1,0
63,38,83,2,3.4,1,0,0,0,0,0,1
45,21,39,2,2.1,3,0,0,0,0,1,0
42,18,42,2,1.7,1,0,0,0,1,0,0
54,29,79,4,3.8,2,0,1,0,1,0,0
37,11,65,2,2.4,2,260,0,0,1,0,0
57,32,84,4,1.3,3,0,0,0,0,1,0
40,15,51,2,1.1,2,131,0,0,1,0,0
58,34,63,4,1.5,1,0,0,0,1,0,0
34,9,71,4,1.3,1,0,0,0,1,0,0
37,10,35,4,1,2,0,0,0,0,0,0
35,9,28,4,1,1,75,0,0,1,0,0
42,17,114,2,0.4,1,0,0,0,0,0,0
26,0,19,1,0.1,2,121,0,0,1,0,0
40,16,120,2,6.1,1,196,0,0,1,0,0
64,39,101,4,3.4,2,0,0,0,0,1,0
36,11,162,1,8.6,1,153,1,0,1,0,0
63,39,160,2,2.1,1,0,0,0,1,1,0
30,6,45,1,1.8,2,0,0,0,1,0,0
59,35,55,1,1.8,3,0,1,0,0,0,0
67,41,78,4,2.4,3,0,1,0,0,0,0
55,29,99,2,1.4,1,264,0,0,1,1,0
46,20,105,4,3.2,1,0,0,0,0,0,1
55,29,131,2,0.7,2,0,0,0,0,1,1
40,16,78,4,2.4,1,0,1,1,1,0,0
59,35,174,1,4.7,1,0,0,0,1,1,0
46,21,204,2,2.8,1,0,0,0,1,0,0
58,32,44,1,0.8,2,0,0,0,0,0,0
32,7,98,1,4.2,1,171,1,1,0,0,1
28,4,34,1,1.8,2,0,0,0,1,0,0
45,15,202,3,10,3,0,0,0,0,0,1
50,24,130,1,1,1,0,0,0,0,0,0
34,9,40,4,2,2,0,0,0,1,1,0
24,-1,39,2,1.7,2,0,0,0,0,0,0
64,39,22,3,0.5,1,0,1,1,1,1,0
28,2,51,4,1.8,3,0,0,0,0,1,0
27,3,75,4,0,1,0,0,0,0,0,0
60,35,24,1,1.5,2,0,0,0,0,0,0
64,39,122,4,0.2,1,378,0,0,1,0,1
47,23,29,4,0.6,1,0,0,0,1,0,0
48,24,80,1,2.7,1,0,0,0,1,0,0
60,34,21,3,0.3,3,129,0,0,1,0,0
61,35,63,3,2.2,3,0,0,0,0,0,0
37,11,82,3,0.9,2,218,0,0,1,1,0
47,21,83,1,3.8,1,97,0,0,0,0,1
59,35,121,1,4.3,1,0,0,0,1,0,0
46,20,54,4,2.9,1,189,0,0,1,1,0
60,35,43,3,0.9,3,175,0,0,0,0,0
60,36,31,3,0.4,2,0,0,0,1,1,0
31,7,109,2,2,2,341,0,0,0,1,0
34,9,55,3,2.3,1,0,1,1,1,1,0
61,36,25,2,0.5,2,0,0,0,1,1,0
63,37,112,4,2.4,3,0,0,0,1,1,0
30,6,182,4,0.8,3,94,0,0,1,0,1
49,24,75,1,2.8,2,160,0,0,0,1,0
35,5,93,4,1.8,3,0,0,0,0,1,0
43,19,52,4,2.2,2,0,0,0,0,0,0
41,16,98,3,1,1,296,0,0,0,0,0
44,19,40,4,0,2,0,0,0,1,0,0
45,21,24,1,0.9,3,0,0,0,0,0,0
38,14,102,2,1.9,1,0,0,1,1,1,0
27,1,99,1,3,3,149,0,0,0,1,1
29,4,44,4,2,2,0,0,0,1,0,0
53,27,62,3,3,2,0,1,0,0,0,0
59,34,21,3,1.3,2,0,0,0,1,1,0
26,0,149,2,7.2,1,154,0,0,0,0,0
65,40,71,3,2.2,1,0,0,0,0,1,0
39,13,58,3,2.1,1,169,0,0,1,0,0
43,18,83,2,3.8,3,112,0,0,0,0,0
39,13,59,4,0.2,3,0,1,0,0,1,0
29,3,31,4,0.3,2,0,0,0,1,0,0
42,17,19,2,0,3,85,0,0,1,1,0
54,27,43,3,1,2,169,0,0,0,0,0
29,3,54,4,1.8,3,0,0,0,0,0,0
25,-1,13,4,0.4,1,0,1,0,0,0,0
53,29,98,3,1.8,2,0,0,0,0,0,0
30,6,48,1,1.2,1,0,0,0,1,0,0
52,28,101,2,0.3,1,0,0,0,0,0,0
52,26,180,1,1.7,1,550,0,0,1,0,0
35,11,148,1,5.8,3,0,0,0,1,0,1
36,12,150,4,5.4,1,0,1,1,1,0,1
58,32,55,4,2.5,1,0,0,0,1,0,0
63,39,45,4,1.3,2,86,0,0,0,0,0
56,30,43,2,0.3,1,0,1,0,0,0,0
59,35,42,1,1.8,3,0,0,0,1,0,0
48,22,59,1,1.4,3,241,0,0,1,0,0
51,26,90,1,2.8,2,0,0,0,1,1,0
58,32,191,1,2.9,1,0,0,0,0,0,0
60,35,22,1,1.3,1,80,0,0,0,0,0
29,2,30,4,1,3,0,0,0,0,0,0
53,28,14,4,0.8,1,0,0,0,1,1,0
35,10,81,3,0.6,2,104,0,0,1,0,0
25,-1,39,3,2.4,2,0,0,0,1,0,0
45,21,58,3,0.3,3,0,1,0,1,0,0
50,26,38,4,0.9,2,0,0,0,1,0,0
38,13,41,4,1.7,1,0,0,0,1,0,0
49,23,125,1,2.4,1,0,0,0,0,1,0
50,26,85,1,0,1,144,0,0,0,0,0
61,37,33,3,0.1,3,0,0,0,1,0,0
41,17,34,1,0.7,1,143,0,0,0,0,0
32,6,84,4,1.8,2,0,0,0,0,0,0
35,10,74,4,1.3,1,0,0,0,1,0,0
53,27,192,1,1.7,1,601,0,0,1,0,0
50,26,88,1,2.7,1,0,0,0,1,0,0
49,25,93,1,2.7,1,0,1,0,1,0,0
62,37,115,4,3.4,2,0,0,0,1,1,0
43,18,104,3,1,1,0,0,0,1,0,0
55,29,94,1,0.8,3,221,0,0,0,0,0
50,25,83,1,2.8,2,0,0,0,1,1,0
35,5,68,4,1.8,3,0,0,0,0,0,0
63,38,135,2,3.8,3,183,0,0,0,0,1
39,15,123,2,2.2,1,92,0,0,0,1,0
42,18,141,1,3.5,1,0,0,0,0,0,0
53,27,65,1,2.2,3,0,0,0,1,1,0
42,18,189,2,7.6,1,0,0,0,1,0,0
35,8,44,2,1.67,2,0,1,0,0,1,0
39,13,94,1,1.5,3,0,0,0,0,1,0
43,19,40,3,0.6,2,0,0,0,1,0,0
47,23,8,4,0.2,1,0,0,0,1,0,0
51,26,70,1,2.8,2,0,0,0,1,1,0
54,29,111,1,1.1,2,0,0,0,1,0,1
53,27,38,4,2.8,2,144,1,0,1,0,0
41,16,25,2,0.1,2,91,1,0,0,0,0
58,34,11,2,0.3,1,96,0,0,1,0,0
64,38,79,2,2.8,1,179,0,0,0,0,0
61,36,124,2,3.9,1,0,1,0,0,1,0
56,26,63,3,2,3,0,0,0,1,0,0
60,35,43,3,0.9,3,0,0,0,1,1,0
41,17,33,1,0.7,1,104,0,0,0,0,0
54,30,121,2,1.1,3,0,1,0,0,0,1
62,38,35,1,1.9,2,118,0,0,0,0,0
29,3,49,4,2.1,3,0,0,0,0,0,0
61,36,53,3,0.5,2,0,0,0,1,0,0
61,36,15,4,0.4,2,0,0,0,0,0,0
59,33,43,2,0.3,1,0,0,0,0,1,0
34,10,38,1,1.33,1,0,1,0,1,0,0
62,38,39,4,2.2,1,0,1,0,1,0,0
38,13,84,4,0.7,3,0,0,0,0,0,0
48,22,85,3,1.1,1,203,0,0,1,0,0
32,6,111,2,1.5,3,0,0,0,0,0,0
43,17,55,3,2.2,2,0,0,0,0,0,0
60,35,113,1,0.9,1,406,0,0,1,0,0
44,19,35,4,0,2,0,0,0,1,0,0
38,14,35,1,1.5,2,97,0,0,1,0,0
27,2,130,3,4.4,1,192,0,0,1,0,1
66,36,55,4,1.67,3,0,0,0,0,1,0
26,0,179,4,2.1,2,0,0,0,0,0,1
33,7,48,4,2.2,2,207,0,0,0,0,0
25,1,150,1,6.33,1,0,0,0,0,0,0
46,22,198,2,6.67,1,0,0,0,0,1,0
43,18,30,1,0.5,3,0,0,0,1,0,0
52,27,93,4,4.1,2,0,0,0,0,1,1
60,35,52,3,0.5,2,0,0,0,0,0,0
26,1,54,2,1.6,3,0,1,0,0,0,0
43,18,88,4,1.1,2,0,0,0,1,0,0
64,40,75,3,2,3,0,0,0,1,0,0
48,22,125,1,2.4,1,0,0,0,1,0,0
56,31,25,4,0.9,2,111,0,0,1,0,0
29,4,110,4,2.5,3,0,0,0,0,0,1
41,15,62,3,0.9,3,0,0,0,0,0,0
36,9,115,4,2.2,2,0,0,0,0,0,1
40,14,28,4,1.5,3,0,0,0,0,1,0
60,34,83,2,2,1,249,0,0,0,0,0
65,41,154,2,4.6,2,0,1,1,1,1,1
60,36,59,1,0,2,0,1,0,0,0,0
48,23,43,4,1.9,3,0,0,0,1,0,0
50,25,44,1,0.3,1,187,0,0,1,1,0
52,28,81,3,1.8,2,275,0,0,0,0,0
32,8,39,1,1.7,1,0,0,0,1,1,0
59,35,73,4,2.3,3,0,0,0,0,0,0
52,22,154,1,5,3,0,1,1,1,0,1
40,14,30,2,0.8,3,86,0,0,0,0,0
27,1,142,3,5.5,1,0,0,0,0,0,1
50,26,55,1,1.6,2,0,0,0,1,0,0
64,39,182,1,1.2,2,547,0,0,1,0,1
28,3,71,1,3.3,2,149,1,1,1,0,1
26,1,18,2,0.9,3,95,0,0,0,0,0
30,5,38,4,0.8,1,129,0,0,1,1,0
42,17,72,4,1.1,2,203,0,0,0,1,0
61,36,23,1,0.1,1,96,0,0,0,0,0
54,30,13,1,0.3,1,0,0,0,0,0,0
40,15,40,2,2.2,3,107,0,0,1,0,0
61,36,51,3,1.5,1,0,0,0,0,1,0
40,16,45,3,0.6,2,204,0,0,1,0,0
59,33,91,2,0.7,2,0,0,0,1,1,0
33,8,120,2,4.2,3,76,0,0,0,1,1
49,25,55,4,0.1,3,0,0,0,1,0,0
58,33,28,1,0.3,3,0,0,0,1,0,0
41,15,91,1,2.8,3,330,1,0,1,0,0
64,40,8,2,0.3,3,0,0,0,1,0,0
47,22,25,1,0.1,1,148,0,0,1,0,0
36,11,69,4,2.1,3,0,0,0,1,1,0
28,3,161,4,1.7,3,422,0,1,1,1,1
32,6,13,4,0.3,1,0,0,0,1,1,0
36,10,28,4,1,1,130,0,0,1,0,0
61,35,49,4,1.7,2,185,0,0,0,0,0
28,2,111,4,2.3,3,0,0,0,1,0,0
36,12,93,2,2.2,1,0,0,0,1,0,0
26,2,82,2,2.5,1,199,0,0,0,0,0
31,4,29,4,1.5,2,121,0,0,1,1,0
36,10,78,2,4.5,3,204,0,0,1,1,0
61,35,110,3,4.4,1,0,1,0,1,0,0
38,12,43,4,1.2,2,0,0,0,0,1,0
42,16,32,3,0.5,2,0,0,0,0,1,0
44,19,44,4,0,2,0,0,0,0,0,0
27,2,103,1,1.9,1,120,0,0,1,0,0
54,28,49,4,2.8,2,0,1,0,0,0,0
56,30,15,4,0.7,3,102,0,0,0,0,0
53,23,45,4,2,3,132,1,0,0,0,0
64,39,172,4,3.1,1,282,0,1,1,1,1
43,16,161,3,8,2,0,0,1,1,1,1
35,8,44,4,1,2,192,0,0,0,1,0
57,31,58,1,0.2,1,177,0,0,1,0,0
29,5,44,3,0.1,2,0,0,0,1,1,0
64,38,143,2,6.4,3,0,1,1,1,0,1
30,4,54,4,1.8,3,235,0,0,1,0,0
51,25,102,1,0.3,1,0,0,0,1,0,0
57,31,65,4,2.6,3,0,0,0,0,1,0
48,22,139,1,0,1,0,0,1,1,1,0
55,31,23,2,0.2,1,0,0,0,1,0,0
26,2,85,2,2.5,1,0,0,0,0,0,0
49,23,75,1,1.5,2,0,0,0,0,1,0
32,8,142,4,6.2,2,120,0,1,1,1,1
42,18,75,3,2.33,1,0,0,0,0,1,0
32,7,28,4,1.1,3,0,0,0,0,0,0
54,28,159,2,0.5,1,461,0,0,1,0,0
54,28,95,1,1.9,2,0,0,0,1,0,0
37,11,123,1,2.3,2,0,1,1,1,0,1
50,26,82,1,0,1,0,0,0,1,1,0
48,23,45,1,0.3,1,0,0,0,1,1,0
45,19,141,1,2.4,1,0,0,0,1,0,0
46,20,152,1,7.4,3,374,0,1,1,1,1
52,27,33,2,0.7,2,0,0,0,0,1,0
32,7,55,4,2,2,0,0,0,1,0,0
