Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
56,30,29,4,0.7,2,87,0,0,1,0,0
57,31,40,3,1.4,3,137,0,0,1,1,0
50,23,15,2,1,2,101,0,0,0,0,0
41,17,11,1,1,1,0,0,0,0,0,0
39,15,33,1,2,2,0,0,0,0,0,0
56,31,53,2,1.6,3,78,0,0,0,0,0
45,19,70,3,2.1,1,0,0,0,1,0,0
35,11,58,3,2,1,149,0,0,1,1,0
62,36,85,2,1.7,3,98,0,0,0,0,0
34,9,49,1,2.5,3,0,0,0,0,0,0
36,12,113,4,0.2,1,0,0,0,0,0,1
30,4,194,2,4.5,1,0,0,0,0,1,0
51,27,12,2,0.4,1,0,0,0,0,1,0
58,34,152,4,3.6,3,0,0,0,0,0,1
57,33,95,2,1.6,1,0,0,0,0,0,0
28,3,115,1,1.9,1,200,0,0,1,0,0
65,40,49,3,0.5,2,0,0,0,1,0,0
54,28,90,1,0.3,1,0,0,0,1,0,0
39,13,81,2,2.8,1,0,0,0,1,0,0
61,36,184,4,2.3,2,342,0,1,1,1,1
39,15,52,3,2.33,1,0,0,0,1,0,0
38,14,49,1,1.8,1,0,0,0,0,0,0
33,8,130,3,6.3,2,99,0,0,0,1,1
24,-1,78,2,1.8,2,0,0,0,0,0,0
43,17,49,1,2.8,1,0,0,0,1,0,0
59,35,52,4,1.5,1,0,0,0,1,1,0
44,20,30,4,0.3,1,0,0,0,0,1,0
38,14,92,2,0,1,249,0,0,1,1,0
56,32,79,3,2.67,1,0,0,0,1,0,0
34,8,82,2,1.5,3,0,1,1,1,1,0
29,3,50,3,1.1,2,0,0,0,0,1,0
36,10,42,4,1.2,2,0,0,0,1,1,0
39,15,45,1,0.7,1,0,0,0,1,0,0
58,33,34,3,0.2,1,83,0,0,1,0,0
26,2,135,1,1.5,1,0,0,0,0,0,0
29,3,41,4,1.3,3,0,0,0,1,0,0
44,19,30,1,0.6,3,0,0,0,1,0,0
31,7,31,4,0.4,2,79,0,0,0,0,0
50,26,110,3,1.8,2,0,0,0,1,0,0
55,28,38,3,1,2,0,0,0,1,0,0
41,16,104,1,1,3,0,0,0,1,0,0
55,29,49,2,0.8,3,220,0,0,0,1,0
42,18,89,4,0.8,1,184,0,0,0,0,0
35,10,142,4,0.8,3,0,0,0,0,0,1
64,37,138,2,2.8,2,0,0,0,1,0,1
66,41,59,3,2.4,1,0,0,0,0,0,0
49,25,8,1,0.3,1,97,0,0,0,0,0
26,2,12,4,1,1,0,0,0,1,0,0
27,1,41,4,1.8,3,147,0,0,0,0,0
57,31,164,2,3.8,3,422,0,1,1,1,1
46,20,69,3,2.1,1,0,0,0,0,0,0
48,22,78,3,1.1,1,0,0,0,1,0,0
31,6,133,1,1.5,3,0,0,0,0,0,1
29,5,128,1,1.5,1,0,0,0,1,1,0
63,39,119,1,2.9,1,0,1,0,1,0,0
62,38,45,4,1.3,2,0,0,0,1,0,0
30,6,160,1,4.3,1,249,0,0,1,0,0
42,16,111,2,1.2,3,251,0,0,1,0,1
41,17,81,4,0.2,3,167,1,0,0,0,0
63,38,129,1,0.9,1,366,0,0,1,0,0
54,30,120,1,7.4,1,119,0,0,1,1,0
27,1,98,4,2.3,3,0,0,0,0,1,0
41,14,38,3,1,2,150,0,0,1,0,0
64,39,82,4,3.4,2,0,0,0,1,0,0
49,22,78,3,2,2,0,0,0,1,0,0
63,37,41,1,0.5,3,0,0,0,0,1,0
63,33,40,4,1.67,3,0,0,0,1,0,0
32,7,101,4,2.2,2,0,0,0,1,0,0
38,13,114,1,1,3,0,0,0,1,1,0
51,26,133,1,0.6,1,328,0,0,0,0,0
25,0,71,4,0.2,1,78,1,0,0,0,0
38,14,82,4,2.67,1,0,0,0,0,0,0
32,7,100,3,0.6,2,0,0,0,1,0,0
48,23,35,2,1.3,1,0,0,0,0,0,0
26,0,54,3,1.1,2,0,0,0,1,0,0
57,31,40,2,0.3,1,0,1,1,1,1,0
43,18,42,1,0.3,3,0,0,0,1,0,0
25,1,70,4,2.6,1,218,0,0,1,0,0
28,3,11,4,0.5,3,0,0,0,0,0,0
32,8,128,2,4.33,1,0,0,1,1,1,0
62,38,124,1,3.8,1,405,0,0,1,0,0
29,5,85,3,2.5,1,0,0,0,1,1,0
32,6,44,1,0.3,1,81,0,0,1,1,0
30,5,74,4,2.2,1,0,1,0,0,1,0
63,37,191,2,4.3,3,205,0,0,0,0,1
46,20,84,3,0.7,2,0,0,0,1,0,0
27,1,83,4,2.1,3,0,0,0,1,1,0
31,6,44,4,0.8,1,0,0,0,0,0,0
55,30,42,2,2,2,196,0,0,0,1,0
54,29,60,4,3.8,2,0,0,0,1,1,0
57,31,53,1,0.8,2,120,0,0,0,0,0
49,25,161,3,6.5,2,485,1,1,0,0,1
34,10,41,1,2.4,2,0,0,0,0,0,0
45,19,41,1,0.2,1,0,0,0,1,0,0
34,9,101,3,0.6,2,0,0,0,0,0,0
35,9,21,2,1.4,3,125,0,0,1,0,0
38,14,33,1,2,2,0,0,0,1,0,0
64,34,53,4,1.67,3,0,0,0,0,1,0
59,35,74,4,2.3,3,0,0,0,0,0,0
43,18,94,4,1.1,2,0,0,0,0,0,0
55,31,159,1,3.9,3,0,0,0,0,0,1
53,28,41,2,0.6,3,193,0,0,0,0,0
60,35,49,3,0.5,2,0,0,0,1,1,0
33,9,61,3,2.6,2,0,0,0,1,0,0
30,5,122,2,3.1,1,0,0,0,0,0,0
50,23,19,1,0.5,2,104,0,0,0,1,0
37,12,169,2,5.2,3,249,0,0,1,0,1
47,21,120,1,0,1,135,0,0,0,0,0
60,35,22,1,1.3,1,123,0,0,1,0,0
42,16,74,1,2.8,1,0,0,0,1,0,0
56,32,88,2,0.3,1,0,0,0,1,0,0
35,11,180,1,3.6,3,571,0,1,1,1,1
47,20,49,3,2.5,2,0,0,0,1,0,0
29,5,84,3,0.8,1,0,0,0,0,0,0
45,18,50,3,2.5,2,0,0,0,1,0,0
54,29,21,4,0.1,3,0,0,0,0,0,0
32,7,132,4,1.1,2,412,0,0,1,0,1
37,12,62,3,0.7,2,0,0,0,0,1,0
28,4,159,1,1.5,1,0,0,0,1,1,0
57,32,39,4,0.9,1,0,0,0,1,1,0
55,30,58,4,0.9,1,0,0,0,1,1,0
58,34,63,4,1.6,2,0,0,0,0,0,0
28,4,43,1,1,3,102,0,0,0,0,0
30,4,49,3,1.1,2,0,0,0,0,1,0
36,11,14,4,0.2,3,100,0,0,1,1,0
49,23,58,4,2.6,1,188,0,0,0,0,0
66,41,105,1,0.8,3,0,1,1,1,1,0
65,41,83,3,2,3,0,0,0,1,0,0
57,31,131,2,2.7,1,0,0,0,0,0,0
46,20,40,1,1.2,2,0,0,0,1,0,0
50,24,180,1,1.7,1,0,0,0,1,1,0
60,35,122,1,1.3,1,0,0,0,0,0,0
44,19,34,4,0,2,0,0,0,0,0,0
62,38,44,1,1.9,2,0,0,0,0,1,0
45,21,183,2,1.4,1,0,0,0,1,1,0
34,9,31,4,1.1,3,85,1,1,1,1,0
35,10,143,1,8.6,1,0,0,0,1,1,0
60,34,25,4,0.7,3,0,0,0,1,0,0
60,34,59,1,1.6,1,231,0,0,1,0,0
58,32,75,2,2.3,3,0,0,0,0,0,0
38,14,130,4,4.7,3,134,0,0,0,0,1
37,11,139,2,0.8,2,421,0,0,1,0,1
56,32,23,1,1.2,3,127,0,0,1,1,0
57,27,63,3,2,3,0,0,0,1,0,0
47,22,38,4,1.9,3,0,0,0,1,0,0
53,29,20,1,0.2,1,131,0,0,1,1,0
61,31,154,3,7.5,3,351,0,1,1,1,1
46,22,135,3,4.1,1,213,0,0,1,0,1
46,21,41,1,1.4,3,128,0,0,1,0,0
31,7,192,1,0,2,0,0,0,1,0,1
62,37,24,1,0.3,3,0,1,0,1,0,0
44,20,151,1,3.5,1,392,0,0,1,0,0
54,24,25,4,0.4,3,0,0,0,0,1,0
30,6,181,3,4.1,2,0,0,1,1,1,1
35,8,48,2,1.67,2,0,0,0,1,0,0
56,30,29,4,1.5,3,146,0,0,0,0,0
51,27,71,1,2.6,2,0,0,0,0,1,0
47,21,65,1,1.5,2,0,1,0,1,0,0
62,36,103,2,2.8,1,0,1,1,1,0,0
36,10,74,1,2.5,1,0,0,0,0,1,0
61,35,50,3,1.4,3,112,0,0,1,0,0
31,5,42,2,2,3,0,0,0,1,0,0
29,3,153,2,2,1,392,0,0,0,0,0
62,37,41,3,0.9,3,0,0,0,1,1,0
61,37,131,1,2.9,1,0,0,0,1,0,0
65,41,158,2,2.1,1,0,0,0,0,0,0
63,33,34,1,1.5,3,0,0,0,1,1,0
30,4,110,1,2.9,3,0,0,0,1,0,0
38,13,15,2,0.1,2,90,0,0,1,0,0
41,11,35,1,0.75,3,114,0,0,1,0,0
41,17,92,2,1.9,1,131,0,0,1,0,0
26,2,51,4,2.6,1,0,0,0,1,0,0
51,25,69,1,0.3,1,0,0,0,1,1,0
60,34,41,3,2.2,3,0,0,0,0,1,0
30,6,95,1,3.9,3,146,0,0,0,1,1
35,10,94,1,0,1,174,0,0,1,0,0
48,23,43,2,1.3,1,0,0,0,1,0,0
58,32,191,4,5.2,3,194,0,0,0,1,1
25,1,74,4,2.6,1,204,0,0,0,0,0
58,34,60,4,1.6,2,0,0,0,0,1,0
57,33,25,2,1,1,0,0,0,1,0,0
31,5,101,1,2.9,3,170,1,0,0,0,0
32,6,73,4,2.2,2,0,0,0,0,0,0
44,20,69,1,0.8,3,0,0,0,1,1,0
54,29,62,4,0.7,1,0,0,0,0,1,0
42,18,115,1,3.5,1,0,0,0,0,1,0
30,6,154,1,6,1,0,0,0,0,0,0
46,19,59,3,2.67,2,0,0,0,0,0,0
39,13,50,3,0.5,3,0,0,0,0,0,0
28,4,32,3,1,2,0,0,0,0,0,0
48,22,83,2,2.4,2,0,0,0,1,0,0
51,27,45,1,1.6,2,82,0,0,1,0,0
29,-1,50,2,1.75,3,0,0,0,0,1,0
48,24,24,1,0.9,3,0,0,0,0,0,0
44,20,131,1,4.9,3,0,0,0,1,0,1
40,15,173,4,6.6,1,0,0,1,1,1,1
34,8,35,4,0.8,1,137,0,1,1,1,0
35,9,179,2,0,1,76,1,0,1,0,0
63,39,101,1,3.9,1,0,1,1,1,0,1
55,30,29,3,0.1,2,0,1,1,1,0,0
32,7,82,1,2.6,2,240,0,1,1,1,0
53,28,34,2,0.6,3,0,0,0,1,1,0
53,27,59,2,0.8,3,0,0,0,1,0,0
51,27,42,4,1.1,2,0,0,0,1,1,0
55,30,40,2,2.3,3,0,1,0,1,0,0
60,36,132,2,6,1,470,0,0,1,1,0
59,35,39,4,1.3,1,0,0,0,1,0,0
60,35,64,2,2.8,1,0,0,0,0,0,0
50,24,31,1,0.3,3,0,0,0,0,0,0
57,33,170,2,2.1,2,0,0,0,0,0,1
50,26,42,4,1.1,2,151,0,0,1,0,0
33,7,49,4,2.2,2,0,0,0,1,0,0
60,35,122,1,2.6,1,352,0,0,0,0,0
34,10,81,4,3.4,1,0,0,0,1,0,0
52,26,121,1,7.3,1,167,0,0,1,0,0
60,35,48,3,1.5,1,0,0,0,1,0,0
48,23,41,1,1.4,3,0,0,0,0,1,0
50,25,82,1,1.3,3,0,0,0,1,0,0
28,4,58,3,1.5,1,131,0,0,0,0,0
33,6,78,4,2,2,0,1,0,1,0,0
53,27,81,3,1.7,2,0,0,0,0,0,0
28,2,70,3,0.3,3,0,0,0,0,1,0
59,33,68,2,2.3,3,0,1,0,0,0,0
46,19,84,1,2.67,2,0,0,0,1,1,0
28,2,11,1,0.1,2,0,0,0,1,1,0
59,33,35,1,0.2,1,171,0,0,0,0,0
27,3,110,2,0.2,1,294,1,0,0,1,0
63,37,31,1,0.5,3,0,0,0,1,0,0
63,37,39,2,0.7,3,0,0,0,1,1,0
34,10,35,1,1.7,1,0,0,0,1,0,0
51,25,33,3,0.9,3,0,0,0,1,1,0
35,9,23,4,0.3,1,0,0,0,0,0,0
31,7,173,1,6,1,0,0,0,1,0,0
44,20,52,1,0.8,3,196,0,0,0,1,0
29,5,18,1,0.4,3,94,0,0,1,1,0
38,13,119,1,3.3,2,0,0,1,1,1,1
45,20,55,1,0.3,1,0,0,0,1,1,0
32,8,30,4,0.4,2,78,0,0,1,0,0
29,2,33,1,2,2,160,0,0,0,0,0
52,27,33,2,2,2,0,0,0,1,0,0
30,4,44,1,1.9,3,143,0,0,0,0,0
42,16,173,2,1.5,2,373,0,1,1,1,1
42,16,28,4,1.5,3,91,0,0,1,1,0
62,38,30,3,0.1,3,128,0,0,1,0,0
56,30,195,1,2.9,1,0,0,0,0,0,0
35,10,72,3,2.3,1,285,0,0,0,0,0
45,19,73,4,2.9,1,0,0,0,0,0,0
48,24,14,4,1,1,0,0,0,1,0,0
36,12,62,4,0.1,2,145,0,0,0,0,0
45,19,70,1,2.8,1,0,0,0,0,1,0
59,34,80,3,0.5,1,0,0,0,1,1,0
26,2,104,3,2.5,1,0,0,0,0,0,0
31,7,108,1,4,1,0,0,0,1,0,0
50,25,192,2,2.8,1,238,0,0,0,1,0
57,32,44,2,1.9,2,157,0,0,0,0,0
29,0,134,4,6.5,3,0,0,0,0,0,1
49,25,65,1,0,1,0,0,0,1,0,0
38,12,59,2,2.4,2,0,0,0,0,0,0
29,3,103,4,3.4,1,0,0,0,1,0,1
39,15,91,2,1.7,2,151,0,0,0,0,0
40,14,58,2,2.8,1,0,0,0,1,0,0
31,5,39,4,1.8,3,185,0,0,0,1,0
63,38,28,2,0.5,2,89,0,0,1,0,0
38,14,48,1,1.8,1,169,0,0,0,0,0
32,8,32,2,1,2,103,0,1,1,1,0
25,1,54,4,1.6,1,0,0,0,1,1,0
49,25,91,4,1.4,2,0,0,0,1,0,0
51,25,45,4,0.1,1,0,0,0,1,1,0
35,11,40,1,2.4,2,0,1,0,1,0,0
40,14,179,1,2.6,3,0,0,0,1,0,1
49,24,138,2,2.2,2,0,0,0,1,0,1
54,24,25,4,0.4,3,115,0,0,0,0,0
40,16,42,4,2.2,2,126,0,0,0,0,0
45,20,194,2,8.8,1,428,0,0,0,0,0
44,20,130,1,5,1,0,0,0,0,1,0
44,20,62,2,2.5,1,0,1,0,1,0,0
38,13,84,3,1.2,3,121,0,0,1,1,0
61,35,154,2,6.9,1,0,0,0,0,0,0
54,30,78,4,1.6,2,0,0,0,1,1,0
46,20,82,2,1.7,2,0,0,0,1,1,0
24,-1,38,4,0.6,2,0,0,0,1,0,0
30,3,61,4,2,2,0,0,0,1,0,0
49,25,109,2,6.8,1,0,0,0,0,0,0
48,22,42,3,0.6,2,121,0,0,1,0,0
28,2,10,1,0.1,2,0,0,0,1,0,0
61,37,73,3,2,3,285,0,0,0,0,0
36,11,9,4,0.2,3,0,0,0,0,1,0
61,31,49,4,1.67,3,0,0,0,1,0,0
27,1,140,1,5.9,2,175,1,1,1,0,1
36,12,38,1,1.5,2,0,0,0,0,0,0
32,6,31,1,0.3,1,0,0,0,0,0,0
43,17,53,2,0.7,1,130,1,0,1,0,0
25,-1,81,2,1.6,3,0,0,0,1,1,0
44,20,199,2,6.67,1,0,0,0,1,0,0
51,27,112,3,1.8,2,0,1,1,1,1,0
66,41,18,3,0.5,1,0,0,0,0,1,0
54,30,78,4,1,2,0,0,0,1,0,0
54,28,140,1,2.9,1,0,0,0,1,0,0
32,6,25,3,1,1,0,0,0,1,0,0
54,28,53,1,2.2,3,0,0,0,1,1,0
30,5,134,1,0,1,0,0,0,1,1,0
37,11,14,3,0.1,2,113,0,0,1,0,0
63,39,49,1,0.8,1,103,0,0,1,0,0
39,15,65,1,1.5,3,0,0,0,0,0,0
46,21,39,4,0,2,0,0,0,1,0,0
60,36,79,1,1.8,3,0,0,0,0,1,0
55,29,81,4,4.9,1,209,0,0,1,0,0
52,26,35,4,1.8,1,0,0,0,1,0,0
61,36,169,2,6.1,3,106,0,1,1,1,1
35,10,79,4,2.1,3,0,1,0,1,0,0
42,18,22,1,1,1,0,0,0,0,0,0
26,1,48,3,2.6,3,169,0,0,0,0,0
58,32,130,2,2.7,1,0,0,0,1,0,0
52,26,182,2,1.4,2,0,0,0,1,0,1
38,14,54,2,0.6,3,218,0,0,0,0,0
62,36,75,2,1.7,3,0,0,0,0,0,0
37,13,115,1,0.8,2,0,0,0,1,1,0
33,6,78,4,2,2,0,0,0,0,0,0
38,14,80,2,2.7,1,0,0,0,1,0,0
59,35,161,1,2.9,1,160,0,0,0,1,0
31,5,34,1,1.9,3,156,0,0,1,0,0
30,4,60,4,2.2,2,0,0,0,1,0,0
27,3,84,3,1.5,1,0,0,0,1,1,0
41,17,85,4,0.2,3,229,0,0,0,0,0
26,1,190,4,1.3,2,197,0,0,1,0,1
57,31,52,4,2.5,1,0,0,0,0,1,0
56,30,31,2,0.3,1,109,1,1,1,1,0
63,39,160,2,2.1,1,0,0,0,0,1,0
49,25,30,4,0.9,2,0,0,0,0,1,0
46,20,54,1,0.7,3,154,0,0,1,1,0
64,39,35,1,1.5,2,0,1,0,0,0,0
35,10,83,4,0.7,3,315,0,0,1,0,0
27,3,123,1,5.4,1,0,0,0,0,0,0
28,3,85,1,0.8,2,0,0,0,1,1,0
47,21,49,3,2.2,2,0,1,0,0,0,0
53,29,118,2,0.3,1,0,0,0,1,0,0
48,24,134,1,5,1,0,0,0,0,1,0
58,34,90,1,3.6,2,0,0,0,0,0,1
61,36,85,3,1.8,2,0,0,0,0,0,0
43,18,103,3,1,1,180,0,0,1,1,0
62,36,84,2,2.8,1,0,0,0,1,0,0
33,8,178,3,8.5,1,0,1,1,1,0,1
53,28,181,1,8.1,1,0,0,0,1,0,0
65,39,35,1,0.5,3,0,0,0,0,0,0
51,27,52,2,1,3,0,0,0,0,0,0
51,27,44,3,1.9,2,141,0,0,0,0,0
35,5,203,1,10,3,0,0,0,0,0,1
55,25,65,4,2,3,0,0,0,1,0,0
33,7,30,2,2,3,132,0,0,0,0,0
60,35,32,1,0.3,3,80,0,0,1,0,0
26,2,132,2,2.4,3,0,0,0,0,1,1
54,29,183,1,8.1,1,0,0,0,1,1,0
62,37,18,1,1.5,2,127,0,0,0,0,0
52,28,62,1,1.8,3,231,0,0,1,0,0
34,8,75,2,1.8,1,0,0,0,0,0,0
36,12,35,4,0.4,2,0,0,0,1,0,0
33,8,58,4,1.3,1,0,1,0,0,0,0
35,10,73,3,2.3,1,0,0,0,1,0,0
62,37,44,1,1.1,3,0,0,0,0,0,0
58,33,61,4,1.7,1,0,0,0,0,0,0
33,9,73,4,3.4,1,140,0,0,1,0,0
44,18,68,4,2.9,1,0,1,0,0,1,0
64,38,32,2,0.3,1,0,0,0,1,1,0
50,26,190,3,2.1,3,240,0,0,1,0,1
45,21,84,4,2,3,0,0,0,1,1,0
33,7,39,2,2,3,0,0,0,0,0,0
47,23,130,2,1.4,1,0,0,0,0,0,0
26,2,55,3,0.7,2,0,0,0,1,0,0
58,32,180,1,2.9,1,0,0,0,0,1,0
28,4,70,4,2.6,1,0,0,0,1,0,0
63,33,178,4,9,3,0,0,0,0,0,1
35,8,30,4,1,2,0,1,0,0,0,0
37,13,105,1,0.8,2,0,0,0,0,1,0
34,8,81,3,0.9,2,208,0,0,1,0,0
54,28,74,2,1.1,1,0,0,0,1,0,0
37,11,19,3,0.2,2,0,0,0,1,0,0
45,19,60,2,0.4,3,250,0,0,1,0,0
49,24,70,1,2.9,1,0,0,0,0,0,0
41,16,65,3,0.5,3,0,0,0,1,0,0
28,3,173,2,6.7,1,222,0,0,1,0,0
48,22,35,1,1.4,3,0,0,0,1,0,0
40,16,75,3,2.33,1,79,0,0,0,0,0
25,-1,21,4,0.4,1,90,0,0,1,0,0
44,20,149,1,1.7,1,0,0,0,1,0,0
64,38,92,1,2,1,0,0,0,1,0,0
32,2,71,2,1.75,3,108,0,0,0,0,0
27,2,68,3,2.6,3,203,1,0,0,0,0
47,21,93,2,0.8,3,107,0,0,0,0,0
42,17,85,1,3.7,3,272,0,0,0,0,0
44,19,172,2,4.3,3,391,1,1,1,0,1
49,23,108,2,2.4,2,0,0,0,1,0,0
49,24,13,1,0.4,3,101,1,0,0,0,0
54,28,39,4,0.7,2,0,0,0,1,0,0
31,7,32,1,1.7,1,0,0,0,1,0,0
49,23,65,3,0.7,2,263,0,0,1,1,0
30,5,73,3,2.6,3,0,0,0,1,0,0
30,5,14,4,0.5,3,0,0,0,1,0,0
66,42,95,2,0,3,0,0,0,1,0,0
60,36,54,4,2.3,3,0,1,0,0,0,0
43,18,13,2,0.1,2,0,0,1,1,1,0
55,30,22,1,1.5,2,91,0,0,0,1,0
42,17,168,2,7.9,2,0,0,0,1,0,1
45,21,134,2,3.3,1,0,0,0,1,1,0
35,10,161,1,4.1,1,0,1,0,1,0,0
29,3,123,3,5.6,3,428,0,0,1,0,1
39,13,69,3,0.9,2,0,0,0,0,0,0
54,29,70,3,2,2,116,0,0,1,1,0
50,25,9,2,0,1,0,1,0,0,0,0
52,27,25,2,0,1,0,0,0,1,1,0
44,20,43,1,0.7,1,0,0,0,0,1,0
41,16,73,3,3,1,0,0,0,1,0,0
42,16,25,2,0.8,3,0,0,0,0,1,0
60,35,173,3,3.1,3,0,0,0,1,0,1
39,15,109,1,1.7,1,0,0,0,1,0,0
38,14,90,2,2.7,1,0,0,0,1,1,0
55,29,92,1,1.9,2,0,0,0,0,0,0
62,37,50,3,2.4,1,0,0,0,1,0,0
52,26,79,3,0.8,1,183,0,0,0,0,0
31,5,30,4,0.3,2,0,0,0,1,0,0
40,15,175,2,3.3,1,0,0,0,1,0,0
41,16,33,4,0,2,0,0,0,1,0,0
45,18,80,3,2.67,2,0,0,0,0,0,0
54,24,83,1,3,3,0,0,0,0,0,0
